epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
940,5634.4,0.31649,0.17559,0.8619,0.99901,1,0.995,0.96526,0.30288,0.14143,0.77024,0.00014078,0.00014078,0.00014078
941,5640.29,0.31284,0.17933,0.86478,0.9991,1,0.995,0.96531,0.30448,0.1414,0.77092,0.0001388,0.0001388,0.0001388
942,5646.22,0.30842,0.17246,0.86468,0.99998,1,0.995,0.96524,0.30578,0.14202,0.77161,0.00013682,0.00013682,0.00013682
943,5652.15,0.30796,0.17209,0.85863,1,0.99999,0.995,0.96585,0.30537,0.14148,0.77129,0.00013484,0.00013484,0.00013484
944,5658.05,0.3028,0.16888,0.85902,0.99989,1,0.995,0.96715,0.30053,0.14037,0.76883,0.00013286,0.00013286,0.00013286
945,5663.95,0.29416,0.16776,0.86577,0.99983,1,0.995,0.96778,0.29777,0.13956,0.76691,0.00013088,0.00013088,0.00013088
946,5669.83,0.30779,0.17389,0.85951,0.99982,1,0.995,0.96866,0.29617,0.1392,0.76511,0.0001289,0.0001289,0.0001289
947,5675.86,0.30259,0.18119,0.86374,0.99981,1,0.995,0.96857,0.29516,0.13867,0.76473,0.00012692,0.00012692,0.00012692
948,5681.85,0.32105,0.17937,0.86658,0.99983,1,0.995,0.96913,0.29554,0.13789,0.76526,0.00012494,0.00012494,0.00012494
949,5687.95,0.30999,0.17647,0.86057,0.99989,1,0.995,0.96857,0.29678,0.138,0.76633,0.00012296,0.00012296,0.00012296
950,5693.88,0.30246,0.17403,0.86105,1,0.99992,0.995,0.96803,0.29767,0.13833,0.76681,0.00012098,0.00012098,0.00012098
951,5699.78,0.32363,0.1852,0.87487,1,1,0.995,0.96728,0.29907,0.13826,0.76736,0.000119,0.000119,0.000119
952,5705.68,0.29373,0.16741,0.85971,0.99991,1,0.995,0.96762,0.29794,0.13851,0.76685,0.00011702,0.00011702,0.00011702
953,5711.61,0.30724,0.17155,0.86082,0.99982,1,0.995,0.96921,0.29536,0.13678,0.76559,0.00011504,0.00011504,0.00011504
954,5717.79,0.31369,0.17325,0.8502,0.99979,1,0.995,0.96875,0.29456,0.13702,0.76489,0.00011306,0.00011306,0.00011306
955,5723.7,0.30665,0.17109,0.85865,0.99977,1,0.995,0.96839,0.29512,0.13645,0.7647,0.00011108,0.00011108,0.00011108
956,5729.6,0.30516,0.17027,0.86073,0.99971,1,0.995,0.96776,0.29609,0.1366,0.76457,0.0001091,0.0001091,0.0001091
957,5735.54,0.31272,0.17345,0.8581,0.99967,1,0.995,0.96764,0.29772,0.13729,0.76507,0.00010712,0.00010712,0.00010712
958,5741.47,0.29916,0.17061,0.85078,0.99965,1,0.995,0.96698,0.29912,0.13815,0.7654,0.00010514,0.00010514,0.00010514
959,5747.37,0.29401,0.1728,0.85573,0.99967,1,0.995,0.96736,0.29839,0.138,0.76491,0.00010316,0.00010316,0.00010316
960,5753.35,0.29643,0.17364,0.85569,0.99972,1,0.995,0.96799,0.29613,0.13668,0.76393,0.00010118,0.00010118,0.00010118
961,5759.26,0.30105,0.1759,0.86286,0.99977,1,0.995,0.96856,0.29527,0.13651,0.76357,9.92e-05,9.92e-05,9.92e-05
962,5765.22,0.3138,0.1769,0.86436,0.99982,1,0.995,0.96884,0.29516,0.13685,0.76366,9.722e-05,9.722e-05,9.722e-05
963,5771.2,0.29074,0.17273,0.85906,0.99984,1,0.995,0.9681,0.2954,0.13718,0.7641,9.524e-05,9.524e-05,9.524e-05
964,5777.14,0.30509,0.17067,0.86133,0.99984,1,0.995,0.9682,0.296,0.13667,0.76472,9.326e-05,9.326e-05,9.326e-05
965,5783.08,0.30078,0.17062,0.85552,0.99982,1,0.995,0.96806,0.29627,0.13703,0.76514,9.128e-05,9.128e-05,9.128e-05
966,5789.03,0.31156,0.18363,0.8635,0.99983,1,0.995,0.9675,0.29635,0.13685,0.76523,8.93e-05,8.93e-05,8.93e-05
967,5794.98,0.30068,0.1746,0.85319,0.99983,1,0.995,0.96786,0.2963,0.13682,0.76529,8.732e-05,8.732e-05,8.732e-05
968,5800.95,0.29534,0.16957,0.85135,0.9998,1,0.995,0.96738,0.29873,0.13759,0.76654,8.534e-05,8.534e-05,8.534e-05
969,5806.9,0.30118,0.17257,0.85439,0.99974,1,0.995,0.9666,0.30161,0.13853,0.76787,8.336e-05,8.336e-05,8.336e-05
970,5812.84,0.29015,0.16651,0.85825,0.99972,1,0.995,0.9663,0.30284,0.13907,0.7684,8.138e-05,8.138e-05,8.138e-05
971,5818.72,0.30692,0.17121,0.86134,0.99971,1,0.995,0.96556,0.30344,0.13923,0.76856,7.94e-05,7.94e-05,7.94e-05
972,5824.64,0.30797,0.17725,0.85819,0.99977,1,0.995,0.96532,0.30214,0.13864,0.76774,7.742e-05,7.742e-05,7.742e-05
973,5830.54,0.31227,0.17176,0.86228,0.9998,1,0.995,0.96526,0.29994,0.13785,0.76638,7.544e-05,7.544e-05,7.544e-05
974,5836.46,0.28928,0.16318,0.85531,0.9998,1,0.995,0.96502,0.29857,0.13746,0.76534,7.346e-05,7.346e-05,7.346e-05
975,5842.41,0.29996,0.17241,0.8551,0.99979,1,0.995,0.96526,0.29832,0.13788,0.76486,7.148e-05,7.148e-05,7.148e-05
976,5848.34,0.29067,0.16659,0.85336,0.99979,1,0.995,0.96589,0.2979,0.13799,0.76439,6.95e-05,6.95e-05,6.95e-05
977,5854.24,0.30311,0.17301,0.85778,0.99979,1,0.995,0.96625,0.29606,0.1371,0.76332,6.752e-05,6.752e-05,6.752e-05
978,5860.14,0.30843,0.17407,0.85602,0.99981,1,0.995,0.96705,0.2931,0.13622,0.76188,6.554e-05,6.554e-05,6.554e-05
979,5866.09,0.30433,0.1724,0.85806,0.99982,1,0.995,0.96702,0.29092,0.13503,0.76089,6.356e-05,6.356e-05,6.356e-05
980,5872.01,0.30486,0.17544,0.85112,0.99982,1,0.995,0.96754,0.29033,0.13454,0.76072,6.158e-05,6.158e-05,6.158e-05
981,5877.9,0.28423,0.16197,0.84403,0.99982,1,0.995,0.96704,0.29055,0.13501,0.76112,5.96e-05,5.96e-05,5.96e-05
982,5883.79,0.30261,0.17221,0.86499,0.99981,1,0.995,0.96675,0.2914,0.13545,0.76159,5.762e-05,5.762e-05,5.762e-05
983,5889.65,0.30215,0.172,0.86374,0.9998,1,0.995,0.96606,0.2929,0.13591,0.76238,5.564e-05,5.564e-05,5.564e-05
984,5895.57,0.29592,0.17564,0.86162,0.9998,1,0.995,0.96574,0.29499,0.13698,0.76347,5.366e-05,5.366e-05,5.366e-05
985,5901.52,0.29368,0.16784,0.85791,0.9998,1,0.995,0.96544,0.29628,0.13736,0.76432,5.168e-05,5.168e-05,5.168e-05
986,5907.5,0.30088,0.17149,0.86494,0.99981,1,0.995,0.9645,0.29731,0.13758,0.76529,4.97e-05,4.97e-05,4.97e-05
987,5913.45,0.29809,0.1697,0.86392,0.99982,1,0.995,0.96456,0.29737,0.13722,0.76584,4.772e-05,4.772e-05,4.772e-05
988,5919.37,0.3017,0.17128,0.85935,0.99982,1,0.995,0.96573,0.29711,0.13724,0.76614,4.574e-05,4.574e-05,4.574e-05
989,5925.35,0.29336,0.16857,0.86377,0.99982,1,0.995,0.96497,0.29777,0.13747,0.76652,4.376e-05,4.376e-05,4.376e-05
990,5931.31,0.27797,0.15851,0.85841,0.99983,1,0.995,0.96407,0.29792,0.1374,0.76666,4.178e-05,4.178e-05,4.178e-05
991,5951.93,0.28426,0.14517,0.81941,0.99983,1,0.995,0.96386,0.29822,0.13749,0.76703,3.98e-05,3.98e-05,3.98e-05
992,5958.42,0.27677,0.14398,0.81165,0.99981,1,0.995,0.96331,0.2996,0.13857,0.76791,3.782e-05,3.782e-05,3.782e-05
993,5964.53,0.26406,0.13481,0.80381,0.99979,1,0.995,0.96287,0.30152,0.13956,0.76897,3.584e-05,3.584e-05,3.584e-05
994,5971.31,0.25981,0.13672,0.81753,0.99975,1,0.995,0.96226,0.3049,0.1413,0.77043,3.386e-05,3.386e-05,3.386e-05
995,5979.87,0.24681,0.13362,0.81029,0.99971,1,0.995,0.96075,0.30958,0.14358,0.7726,3.188e-05,3.188e-05,3.188e-05
996,5988.85,0.26622,0.13802,0.81949,0.99967,1,0.995,0.96014,0.31484,0.14504,0.775,2.99e-05,2.99e-05,2.99e-05
997,5998.11,0.26331,0.13819,0.80114,0.99962,1,0.995,0.95764,0.31971,0.14676,0.77715,2.792e-05,2.792e-05,2.792e-05
998,6007.21,0.26218,0.13346,0.80893,0.99958,1,0.995,0.95595,0.32351,0.14802,0.77908,2.594e-05,2.594e-05,2.594e-05
999,6016.91,0.26621,0.13654,0.81683,0.99956,1,0.995,0.95456,0.32618,0.14869,0.7806,2.396e-05,2.396e-05,2.396e-05
1000,6029.14,0.25965,0.13414,0.80829,0.9995,1,0.995,0.95309,0.32723,0.14926,0.78117,2.198e-05,2.198e-05,2.198e-05
